"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site2","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Site.match","Manipulation","Mean.Temp.","Mean.Precip.","Latitude2","SOC_stock","Ecosystem_type2","Outlier","soil_temperature","nearest_distance_km","soil_temp_years_used","delta.Mean.Temp.","delta.Mean.Precip.","delta.Mean.soil_temperature"
1,2001.5,1.5,56.63,-99.94,"56.63 -99.94",2534,277,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Aggrading",255,"56.63_-99.94","None",4.043,NA,56.63,51.7,"Evergreen Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
2,2001.5,1.5,56.46,-99.97,"56.46 -99.97",2534,284,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","Exclusion","Aggrading",85,"56.46_-99.97","None",4.043,NA,56.46,81.2,"Deciduous Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
3,2001.5,1.5,55.91,-98.98,"55.91 -98.98",2534,284,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","Exclusion","Aggrading",425,"55.91_-98.98","None",0.535,303,55.91,40.2,"Deciduous Forest",0,NA,NA,NA,-4.54126165323893,-584.352882514571,NA
4,2001.5,1.5,55.86,-98.48,"55.86 -98.48",2534,265,"Boreal","Natural","Mixed Forest","Mixed",0.8,450,"IRGA","Exclusion","Aggrading",551,"55.86_-98.48","None",0.535,348.375,55.86,61.2,"Mixed Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
5,2001.5,1.5,55.92,-98.39,"55.92 -98.39",2534,260,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Aggrading",484,"55.92_-98.39","None",0.535,409.916666666667,55.92,66.8,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-477.436215847904,NA
6,2001.5,1.5,55.91,-98.52,"55.91 -98.52",2534,269,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Mature",540,"55.91_-98.52","None",0.535,348.375,55.91,47.2,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
7,2001.5,1.5,55.88,-98.48,"55.88 -98.48",2534,261,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Mature",375,"55.88_-98.48","None",0.535,348.375,55.88,251,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
8,2001.5,1.5,56.63,-99.94,"56.63 -99.94",2534,277,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Aggrading",137,"56.63_-99.94","None",4.043,NA,56.63,51.7,"Evergreen Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
9,2001.5,1.5,56.46,-99.98,"56.46 -99.98",2534,285,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","Exclusion","Aggrading",513,"56.46_-99.98","None",4.043,NA,56.46,51.2,"Deciduous Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
10,2001.5,1.5,55.9,-98.98,"55.9 -98.98",2534,252,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","Exclusion","Aggrading",337,"55.9_-98.98","None",0.535,303,55.9,54.4,"Deciduous Forest",0,NA,NA,NA,-4.54126165323893,-584.352882514571,NA
11,2001.5,1.5,55.86,-98.48,"55.86 -98.48",2534,265,"Boreal","Natural","Mixed Forest","Mixed",0.8,450,"IRGA","Exclusion","Aggrading",570,"55.86_-98.48","None",0.535,348.375,55.86,61.2,"Mixed Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
12,2001.5,1.5,55.92,-98.39,"55.92 -98.39",2534,260,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Aggrading",397,"55.92_-98.39","None",0.535,409.916666666667,55.92,66.8,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-477.436215847904,NA
13,2001.5,1.5,55.91,-98.51,"55.91 -98.51",2534,254,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Mature",338,"55.91_-98.51","None",0.535,348.375,55.91,47.7,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
14,2001.5,1.5,55.88,-98.48,"55.88 -98.48",2534,261,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","Exclusion","Mature",375,"55.88_-98.48","None",0.535,348.375,55.88,251,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
15,1999.5,1.5,56.63,-99.94,"56.63 -99.94",2182,277,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Aggrading",226,"56.63_-99.94","None",4.043,NA,56.63,51.7,"Evergreen Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
16,1999.5,1.5,56.46,-99.97,"56.46 -99.97",2182,284,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","","Aggrading",412,"56.46_-99.97","None",4.043,NA,56.46,81.2,"Deciduous Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
17,1999.5,1.5,55.91,-98.98,"55.91 -98.98",2182,284,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","","Aggrading",357,"55.91_-98.98","None",0.535,303,55.91,40.2,"Deciduous Forest",0,NA,NA,NA,-4.54126165323893,-584.352882514571,NA
18,1999.5,1.5,55.86,-98.48,"55.86 -98.48",2182,265,"Boreal","Natural","Mixed Forest","Mixed",0.8,450,"IRGA","","Aggrading",413,"55.86_-98.48","None",0.535,348.375,55.86,61.2,"Mixed Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
19,1999.5,1.5,55.92,-98.39,"55.92 -98.39",2182,260,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Aggrading",350,"55.92_-98.39","None",0.535,409.916666666667,55.92,66.8,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-477.436215847904,NA
20,1999.5,1.5,55.91,-98.52,"55.91 -98.52",2182,269,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Mature",274,"55.91_-98.52","None",0.535,348.375,55.91,47.2,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
21,1999.5,1.5,55.88,-98.48,"55.88 -98.48",2182,261,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Mature",244,"55.88_-98.48","None",0.535,348.375,55.88,251,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
22,1999.5,1.5,56.63,-99.94,"56.63 -99.94",2182,277,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Aggrading",146,"56.63_-99.94","None",4.043,NA,56.63,51.7,"Evergreen Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
23,1999.5,1.5,56.46,-99.98,"56.46 -99.98",2182,285,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","","Aggrading",380,"56.46_-99.98","None",4.043,NA,56.46,51.2,"Deciduous Forest",0,NA,NA,NA,-1.03326165323892,NA,NA
24,1999.5,1.5,55.9,-98.98,"55.9 -98.98",2182,252,"Boreal","Natural","Deciduous Forest","Deciduous",0.8,450,"IRGA","","Aggrading",300,"55.9_-98.98","None",0.535,303,55.9,54.4,"Deciduous Forest",0,NA,NA,NA,-4.54126165323893,-584.352882514571,NA
25,1999.5,1.5,55.86,-98.48,"55.86 -98.48",2182,265,"Boreal","Natural","Mixed Forest","Mixed",0.8,450,"IRGA","","Aggrading",303,"55.86_-98.48","None",0.535,348.375,55.86,61.2,"Mixed Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
26,1999.5,1.5,55.92,-98.39,"55.92 -98.39",2182,260,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Aggrading",256,"55.92_-98.39","None",0.535,409.916666666667,55.92,66.8,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-477.436215847904,NA
27,1999.5,1.5,55.91,-98.51,"55.91 -98.51",2182,254,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Mature",233,"55.91_-98.51","None",0.535,348.375,55.91,47.7,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
28,1999.5,1.5,55.88,-98.48,"55.88 -98.48",2182,261,"Boreal","Natural","Evergreen Forest","Evergreen",0.8,450,"IRGA","","Mature",264,"55.88_-98.48","None",0.535,348.375,55.88,251,"Evergreen Forest",0,NA,NA,NA,-4.54126165323893,-538.977882514571,NA
44,1999,4,50.13,11.87,"50.13 11.87",2459,760,"Temperate","Natural","Evergreen Forest","Evergreen",6,1019,"IRGA","","Mature",560,"50.13_11.87","None",2.44818181818182,868.208333333333,50.13,94.7,"Evergreen Forest",0,7.77354329427084,4.70933116260011,1999,-2.62807983505711,-19.1445491812376,-4.3499002048512
46,1997.5,1,50.13,11.87,"50.13 11.87",1565,770,"Temperate","Managed","Evergreen Forest","Evergreen",5.8,890,"IRGA","Exclusion","Aggrading",710,"50.13_11.87","None",2.44818181818182,868.208333333333,50.13,94.7,"Evergreen Forest",0,7.58049926757815,4.70933116260011,1998,-2.62807983505711,-19.1445491812376,-4.54294423154389
65,1995,3,42.87,172.75,"-42.87 172.75",1263,198,"Temperate","Managed","Evergreen Forest","Evergreen",10.8,658,"IRGA","Subtraction","Aggrading",950,"-42.87_172.75","None",4.35090909090909,495.625,-42.87,NA,"Evergreen Forest",0,NA,NA,NA,-0.725352562329835,-391.727882514571,NA
66,1996,1,42.87,172.75,"-42.87 172.75",1262,198,"Temperate","Managed","Evergreen Forest","Evergreen",10.8,547,"IRGA","","Aggrading",370,"-42.87_172.75","None",4.35090909090909,495.625,-42.87,NA,"Evergreen Forest",0,NA,NA,NA,-0.725352562329835,-391.727882514571,NA
67,1997,1,42.87,172.75,"-42.87 172.75",1262,198,"Temperate","Managed","Evergreen Forest","Evergreen",10.8,640,"IRGA","","Aggrading",440,"-42.87_172.75","None",4.35090909090909,495.625,-42.87,NA,"Evergreen Forest",0,NA,NA,NA,-0.725352562329835,-391.727882514571,NA
69,2001,1.5,64.8,-147.87,"64.8 -147.87",3179,580,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","Exclusion","Mature",296,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
70,2001,1.5,64.8,-147.87,"64.8 -147.87",3179,184,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","Exclusion","Mature",206,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
71,2001,1.5,64.8,-147.87,"64.8 -147.87",3179,124,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","Exclusion","Mature",192,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
78,1992.5,1,2.98,-47.52,"-2.98 -47.52",1009,134,"Tropical","Natural","Evergreen Forest","Evergreen",8.63385964912281,1750,"IRGA","Isotope","Mature",2400,"-2.98_-47.52","None",8.63385964912281,1740.49019607843,-2.98,NA,"Evergreen Forest",0,NA,NA,NA,3.55759799588389,853.137313563859,NA
88,1998.5,2,53.99,-105.12,"53.99 -105.12",2396,593,"Boreal","Natural","Evergreen Forest","Evergreen",0.49375,348.25,"IRGA","Exclusion","Mature",564,"53.99_-105.12","None",0.49375,348.25,53.99,26.3,"Evergreen Forest",0,NA,NA,NA,-4.58251165323893,-539.102882514571,NA
89,1998.5,2,53.99,-105.12,"53.99 -105.12",2396,593,"Boreal","Natural","Evergreen Forest","Evergreen",0.49375,348.25,"IRGA","Exclusion","Mature",319,"53.99_-105.12","None",0.49375,348.25,53.99,26.3,"Evergreen Forest",0,NA,NA,NA,-4.58251165323893,-539.102882514571,NA
90,1999,1,60.08,17.5,"60.08 17.5",1925,45,"Boreal","Natural","Evergreen Forest","Evergreen",5.5,527,"IRGA","Extraction","Mature",98,"60.08_17.5","None",3.01090909090909,524.166666666667,60.08,177.8,"Evergreen Forest",0,7.24196777343752,2.22000000015809,1999,-2.06535256232984,-363.186215847904,-4.88147572568452
91,1999,1,60.08,17.5,"60.08 17.5",1925,45,"Boreal","Natural","Evergreen Forest","Evergreen",5.5,527,"IRGA","Extraction","Mature",149,"60.08_17.5","None",3.01090909090909,524.166666666667,60.08,177.8,"Evergreen Forest",0,7.24196777343752,2.22000000015809,1999,-2.06535256232984,-363.186215847904,-4.88147572568452
92,1999,1,44.43,-121.57,"44.43 -121.57",2037,1146,"Temperate","Unmanaged","Evergreen Forest","Evergreen",7.5,552,"IRGA","Extraction","Aggrading",519,"44.43_-121.57","None",4.78354838709677,NA,44.43,83,"Evergreen Forest",0,NA,NA,NA,-0.292713266142155,NA,NA
93,1999,1,44.5,-121.62,"44.5 -121.62",2037,965,"Temperate","Natural","Evergreen Forest","Evergreen",8.1,524,"IRGA","Extraction","Mature",499,"44.5_-121.62","None",3.1353488372093,1739.83333333333,44.5,72,"Evergreen Forest",0,NA,NA,NA,-1.94091281602962,852.48045081876,NA
94,2000,1,44.43,-121.57,"44.43 -121.57",2037,1146,"Temperate","Unmanaged","Evergreen Forest","Evergreen",7.5,552,"IRGA","Extraction","Aggrading",427,"44.43_-121.57","None",4.78354838709677,NA,44.43,83,"Evergreen Forest",0,NA,NA,NA,-0.292713266142155,NA,NA
95,2000,1,44.5,-121.62,"44.5 -121.62",2037,965,"Temperate","Natural","Evergreen Forest","Evergreen",8.1,524,"IRGA","Extraction","Mature",597,"44.5_-121.62","None",3.1353488372093,1739.83333333333,44.5,72,"Evergreen Forest",0,NA,NA,NA,-1.94091281602962,852.48045081876,NA
96,2001,1,44.43,-121.57,"44.43 -121.57",2037,1146,"Temperate","Unmanaged","Evergreen Forest","Evergreen",7.5,552,"IRGA","Extraction","Aggrading",505,"44.43_-121.57","None",4.78354838709677,NA,44.43,83,"Evergreen Forest",0,NA,NA,NA,-0.292713266142155,NA,NA
97,2001,1,44.5,-121.62,"44.5 -121.62",2037,965,"Temperate","Natural","Evergreen Forest","Evergreen",8.1,524,"IRGA","Extraction","Mature",483,"44.5_-121.62","None",3.1353488372093,1739.83333333333,44.5,72,"Evergreen Forest",0,NA,NA,NA,-1.94091281602962,852.48045081876,NA
98,1996.5,1,44.42,-121.51,"44.42 -121.51",1470,1087,"Temperate","Natural","Evergreen Forest","Evergreen",8.1,600,"IRGA","Subtraction","Mature",683,"44.42_-121.51","None",2.83861111111111,NA,44.42,92.4,"Evergreen Forest",0,NA,NA,NA,-2.23765054212782,NA,NA
103,1996,1,42.9,-72.3,"42.9 -72.3",1600,183,"Temperate","Natural","Deciduous Forest","Deciduous",6,1172,"IRGA","Isotope","Mature",840,"42.9_-72.3","None",3.746,NA,42.9,195.2,"Deciduous Forest",0,NA,NA,NA,-1.33026165323892,NA,NA
107,2000,1,64.23,19.77,"64.23 19.77",1794,0,"Boreal","Natural","Evergreen Forest","Evergreen",1,600,"Gas Chromatography","Comparison","Mature",275,"64.23_19.77","None",14.6625,636.222222222222,64.23,234.8,"Evergreen Forest",0,4.88005981445315,4.70933116258854,2000,9.58623834676107,-251.130660292349,-7.24338368466889
108,1994,1,37.4,-122.23,"37.4 -122.23",1185,151,"Temperate","Natural","Grassland","Evergreen",14,511,"Gas Chromatography","Isotope","Mature",323,"37.4_-122.23","None",6.50589285714286,NA,37.4,43.9,"Grassland",0,NA,NA,NA,1.42963120390394,NA,NA
113,1992,1,54.1,10.23,"54.1 10.23",1823,38,"Temperate","Natural","Deciduous Forest","Deciduous",8.1,575,"IRGA","Extraction","Mature",1754,"54.1_10.23","None",3.68,553,54.1,114.6,"Deciduous Forest",1,9.77339070638021,3.3300000000023,1992,-1.39626165323892,-334.352882514571,-2.35005279274183
114,1993,1,6.38,2.13,"6.38 2.13",1078,11,"Tropical","Managed","Evergreen Forest","Evergreen",27,950,"IRGA","Extraction","Mature",1610,"6.38_2.13","None",8.48583333333333,1153.83333333333,6.38,NA,"Evergreen Forest",0,27.1892944335938,4.00216191581607,1993,3.40957168009441,266.480450818759,15.0658509344718
115,1995.5,1,34.63,-79.2,"34.63 -79.2",1639,38,"Temperate","Managed","Evergreen Forest","Evergreen",17,1210,"IRGA","Extraction","Aggrading",1263,"34.63_-79.2","None",5.68666666666667,NA,34.63,56.9,"Evergreen Forest",0,NA,NA,NA,0.610405013427745,NA,NA
130,1994,1,53.883,-104.883,"53.883 -104.883",1232,533,"Boreal","Natural","Evergreen Forest","Evergreen",1.5,405,"IRGA","Extraction","Mature",338,"53.883_-104.883","None",6.839,420.428571428571,53.883,17.9,"Evergreen Forest",0,NA,NA,NA,1.76273834676108,-466.924311086,NA
131,1994,1,55.567,-106.233,"55.567 -106.233",1232,396,"Boreal","Natural","Deciduous Forest","Deciduous",1.5,405,"IRGA","Extraction","Mature",905,"55.567_-106.233","None",0.225833333333333,NA,55.567,NA,"Deciduous Forest",0,NA,NA,NA,-4.85042831990559,NA,NA
132,1994,1,53.883,-104.883,"53.883 -104.883",1232,533,"Boreal","Natural","Evergreen Forest","Evergreen",1.5,405,"IRGA","Extraction","Mature",564,"53.883_-104.883","None",6.839,420.428571428571,53.883,17.9,"Evergreen Forest",0,NA,NA,NA,1.76273834676108,-466.924311086,NA
146,2003.5,1,48.22,-82.16,"48.22 -82.16",3413,349,"Boreal","Natural","Mixed Forest","Mixed",1.5,814,"IRGA","","Mature",911,"48.22_-82.16","None",11.09,NA,48.22,56.6,"Mixed Forest",0,NA,NA,NA,6.01373834676108,NA,NA
147,2004.5,1,48.22,-82.16,"48.22 -82.16",3413,349,"Boreal","Natural","Mixed Forest","Mixed",1.5,814,"IRGA","","Mature",918,"48.22_-82.16","None",11.09,NA,48.22,56.6,"Mixed Forest",0,NA,NA,NA,6.01373834676108,NA,NA
149,2000,1,42.4,11.92,"42.4 11.92",2129,140,"Temperate","Managed","Deciduous Forest","Deciduous",14,755,"IRGA","Exclusion","Mature",1097,"42.4_11.92","None",11.09,497.8,42.4,74.3,"Deciduous Forest",0,15.7496887207031,2.22000000000291,2000,6.01373834676108,-389.552882514571,3.62624522158106
150,1997,2,32.82,130.73,"32.82 130.73",1665,34,"Temperate","Managed","Evergreen Forest","Evergreen",16.2,1970,"IRGA","Comparison","Mature",618,"32.82_130.73","None",5.65454545454545,1443.22916666667,32.82,73,"Evergreen Forest",0,15.8035903930664,4.0021619159902,1997,0.578283801306525,555.876284152099,3.68014689394436
174,1994,1,53.63,-106.2,"53.63 -106.2",1382,590,"Boreal","Natural","Deciduous Forest","Deciduous",0.5,406,"IRGA","Subtraction","Mature",905,"53.63_-106.2","None",11.86,NA,53.63,28.8,"Deciduous Forest",0,NA,NA,NA,6.78373834676108,NA,NA
175,1999,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
176,1998,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
177,1998,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
178,1998,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
179,1999,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
180,1999,2,64.8,-147.87,"64.8 -147.87",2427,120,"Boreal","Natural","Evergreen Forest","Evergreen",-3.3,269,"IRGA","","Mature",580,"64.8_-147.87","None",1.541,215,64.8,NA,"Evergreen Forest",0,NA,NA,NA,-3.53526165323893,-672.352882514571,NA
184,1992.5,1,54.83,37.58,"54.83 37.58",1343,176,"Temperate","Unmanaged","Deciduous Forest","Deciduous",5.4,670,"Gas Chromatography","Extraction","Mature",640,"54.83_37.58","None",2.97388429752066,453.166666666667,54.83,83.2,"Deciduous Forest",0,6.83182169596358,4.00216191565683,1992,-2.10237735571826,-434.186215847904,-5.29162180315846
185,1992.5,1,54.83,37.58,"54.83 37.58",1343,176,"Temperate","Managed","Grassland","Deciduous",5.4,670,"Gas Chromatography","Extraction","Mature",475,"54.83_37.58","None",2.97388429752066,453.166666666667,54.83,83.2,"Grassland",0,6.83182169596358,4.00216191565683,1992,-2.10237735571826,-434.186215847904,-5.29162180315846
187,1995,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",750,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
188,1995,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",710,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
189,1995,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",701,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
190,1995,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",670,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
191,1995,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",550,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
192,1996,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",790,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
193,1996,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",790,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
194,1996,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",750,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
195,1996,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",780,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
196,1996,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",400,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
198,1996,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",820,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
199,1996,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",740,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
200,1996,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",500,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
201,1996,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",460,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
202,1997,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",640,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
203,1997,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",630,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
204,1997,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",700,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
205,1997,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",570,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
206,1997,1,42.53,-72.18,"42.53 -72.18",1891,340,"Temperate","Natural","Deciduous Forest","Deciduous",8.5,1050,"IRGA","","Mature",370,"42.53_-72.18","None",5.76468468468468,986.044943820225,42.53,256.1,"Deciduous Forest",0,NA,NA,NA,0.688423031445756,98.6920613056543,NA
207,1997,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",800,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
208,1997,1,45.2,-68.73,"45.2 -68.73",1891,80,"Temperate","Natural","Evergreen Forest","Evergreen",5.5,1000,"IRGA","","Mature",680,"45.2_-68.73","None",6.27439814814815,NA,45.2,238.5,"Evergreen Forest",0,NA,NA,NA,1.19813649490923,NA,NA
