Record_number,Study_midyear,YearsOfData,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Manipulation,Mean.Temp.,Mean.Precip.,Latitude2,SOC_stock,Ecosystem_type2,Outlier,soil_temperature,nearest_distance_km,soil_temp_years_used,delta.Mean.Temp.,delta.Mean.Precip.,delta.Mean.soil_temperature
1,2001.5,1.5,56.63,-99.94,56.63 -99.94,2534,277,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,255,56.63_-99.94,None,4.043,,56.63,51.7,Evergreen Forest,0,,,,-1.03326165323892,,
2,2001.5,1.5,56.46,-99.97,56.46 -99.97,2534,284,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,85,56.46_-99.97,None,4.043,,56.46,81.2,Deciduous Forest,0,,,,-1.03326165323892,,
3,2001.5,1.5,55.91,-98.98,55.91 -98.98,2534,284,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,425,55.91_-98.98,None,0.535,303,55.91,40.2,Deciduous Forest,0,,,,-4.54126165323893,-584.352882514571,
4,2001.5,1.5,55.86,-98.48,55.86 -98.48,2534,265,Boreal,Natural,Mixed Forest,Mixed,0.8,450,IRGA,Exclusion,Aggrading,551,55.86_-98.48,None,0.535,348.375,55.86,61.2,Mixed Forest,0,,,,-4.54126165323893,-538.977882514571,
5,2001.5,1.5,55.92,-98.39,55.92 -98.39,2534,260,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,484,55.92_-98.39,None,0.535,409.916666666667,55.92,66.8,Evergreen Forest,0,,,,-4.54126165323893,-477.436215847904,
6,2001.5,1.5,55.91,-98.52,55.91 -98.52,2534,269,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,540,55.91_-98.52,None,0.535,348.375,55.91,47.2,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
7,2001.5,1.5,55.88,-98.48,55.88 -98.48,2534,261,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,375,55.88_-98.48,None,0.535,348.375,55.88,251,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
8,2001.5,1.5,56.63,-99.94,56.63 -99.94,2534,277,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,137,56.63_-99.94,None,4.043,,56.63,51.7,Evergreen Forest,0,,,,-1.03326165323892,,
9,2001.5,1.5,56.46,-99.98,56.46 -99.98,2534,285,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,513,56.46_-99.98,None,4.043,,56.46,51.2,Deciduous Forest,0,,,,-1.03326165323892,,
10,2001.5,1.5,55.9,-98.98,55.9 -98.98,2534,252,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,Exclusion,Aggrading,337,55.9_-98.98,None,0.535,303,55.9,54.4,Deciduous Forest,0,,,,-4.54126165323893,-584.352882514571,
11,2001.5,1.5,55.86,-98.48,55.86 -98.48,2534,265,Boreal,Natural,Mixed Forest,Mixed,0.8,450,IRGA,Exclusion,Aggrading,570,55.86_-98.48,None,0.535,348.375,55.86,61.2,Mixed Forest,0,,,,-4.54126165323893,-538.977882514571,
12,2001.5,1.5,55.92,-98.39,55.92 -98.39,2534,260,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Aggrading,397,55.92_-98.39,None,0.535,409.916666666667,55.92,66.8,Evergreen Forest,0,,,,-4.54126165323893,-477.436215847904,
13,2001.5,1.5,55.91,-98.51,55.91 -98.51,2534,254,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,338,55.91_-98.51,None,0.535,348.375,55.91,47.7,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
14,2001.5,1.5,55.88,-98.48,55.88 -98.48,2534,261,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,Exclusion,Mature,375,55.88_-98.48,None,0.535,348.375,55.88,251,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
15,1999.5,1.5,56.63,-99.94,56.63 -99.94,2182,277,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Aggrading,226,56.63_-99.94,None,4.043,,56.63,51.7,Evergreen Forest,0,,,,-1.03326165323892,,
16,1999.5,1.5,56.46,-99.97,56.46 -99.97,2182,284,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,"",Aggrading,412,56.46_-99.97,None,4.043,,56.46,81.2,Deciduous Forest,0,,,,-1.03326165323892,,
17,1999.5,1.5,55.91,-98.98,55.91 -98.98,2182,284,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,"",Aggrading,357,55.91_-98.98,None,0.535,303,55.91,40.2,Deciduous Forest,0,,,,-4.54126165323893,-584.352882514571,
18,1999.5,1.5,55.86,-98.48,55.86 -98.48,2182,265,Boreal,Natural,Mixed Forest,Mixed,0.8,450,IRGA,"",Aggrading,413,55.86_-98.48,None,0.535,348.375,55.86,61.2,Mixed Forest,0,,,,-4.54126165323893,-538.977882514571,
19,1999.5,1.5,55.92,-98.39,55.92 -98.39,2182,260,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Aggrading,350,55.92_-98.39,None,0.535,409.916666666667,55.92,66.8,Evergreen Forest,0,,,,-4.54126165323893,-477.436215847904,
20,1999.5,1.5,55.91,-98.52,55.91 -98.52,2182,269,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Mature,274,55.91_-98.52,None,0.535,348.375,55.91,47.2,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
21,1999.5,1.5,55.88,-98.48,55.88 -98.48,2182,261,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Mature,244,55.88_-98.48,None,0.535,348.375,55.88,251,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
22,1999.5,1.5,56.63,-99.94,56.63 -99.94,2182,277,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Aggrading,146,56.63_-99.94,None,4.043,,56.63,51.7,Evergreen Forest,0,,,,-1.03326165323892,,
23,1999.5,1.5,56.46,-99.98,56.46 -99.98,2182,285,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,"",Aggrading,380,56.46_-99.98,None,4.043,,56.46,51.2,Deciduous Forest,0,,,,-1.03326165323892,,
24,1999.5,1.5,55.9,-98.98,55.9 -98.98,2182,252,Boreal,Natural,Deciduous Forest,Deciduous,0.8,450,IRGA,"",Aggrading,300,55.9_-98.98,None,0.535,303,55.9,54.4,Deciduous Forest,0,,,,-4.54126165323893,-584.352882514571,
25,1999.5,1.5,55.86,-98.48,55.86 -98.48,2182,265,Boreal,Natural,Mixed Forest,Mixed,0.8,450,IRGA,"",Aggrading,303,55.86_-98.48,None,0.535,348.375,55.86,61.2,Mixed Forest,0,,,,-4.54126165323893,-538.977882514571,
26,1999.5,1.5,55.92,-98.39,55.92 -98.39,2182,260,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Aggrading,256,55.92_-98.39,None,0.535,409.916666666667,55.92,66.8,Evergreen Forest,0,,,,-4.54126165323893,-477.436215847904,
27,1999.5,1.5,55.91,-98.51,55.91 -98.51,2182,254,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Mature,233,55.91_-98.51,None,0.535,348.375,55.91,47.7,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
28,1999.5,1.5,55.88,-98.48,55.88 -98.48,2182,261,Boreal,Natural,Evergreen Forest,Evergreen,0.8,450,IRGA,"",Mature,264,55.88_-98.48,None,0.535,348.375,55.88,251,Evergreen Forest,0,,,,-4.54126165323893,-538.977882514571,
44,1999,4,50.13,11.87,50.13 11.87,2459,760,Temperate,Natural,Evergreen Forest,Evergreen,6,1019,IRGA,"",Mature,560,50.13_11.87,None,2.44818181818182,868.208333333333,50.13,94.7,Evergreen Forest,0,7.77354329427084,4.70933116260011,1999,-2.62807983505711,-19.1445491812376,-4.3499002048512
46,1997.5,1,50.13,11.87,50.13 11.87,1565,770,Temperate,Managed,Evergreen Forest,Evergreen,5.8,890,IRGA,Exclusion,Aggrading,710,50.13_11.87,None,2.44818181818182,868.208333333333,50.13,94.7,Evergreen Forest,0,7.58049926757815,4.70933116260011,1998,-2.62807983505711,-19.1445491812376,-4.54294423154389
65,1995,3,42.87,172.75,-42.87 172.75,1263,198,Temperate,Managed,Evergreen Forest,Evergreen,10.8,658,IRGA,Subtraction,Aggrading,950,-42.87_172.75,None,4.35090909090909,495.625,-42.87,,Evergreen Forest,0,,,,-0.725352562329835,-391.727882514571,
66,1996,1,42.87,172.75,-42.87 172.75,1262,198,Temperate,Managed,Evergreen Forest,Evergreen,10.8,547,IRGA,"",Aggrading,370,-42.87_172.75,None,4.35090909090909,495.625,-42.87,,Evergreen Forest,0,,,,-0.725352562329835,-391.727882514571,
67,1997,1,42.87,172.75,-42.87 172.75,1262,198,Temperate,Managed,Evergreen Forest,Evergreen,10.8,640,IRGA,"",Aggrading,440,-42.87_172.75,None,4.35090909090909,495.625,-42.87,,Evergreen Forest,0,,,,-0.725352562329835,-391.727882514571,
69,2001,1.5,64.8,-147.87,64.8 -147.87,3179,580,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,Exclusion,Mature,296,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
70,2001,1.5,64.8,-147.87,64.8 -147.87,3179,184,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,Exclusion,Mature,206,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
71,2001,1.5,64.8,-147.87,64.8 -147.87,3179,124,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,Exclusion,Mature,192,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
72,1997,1,48.67,7.08,48.67 7.08,1438,305,Temperate,Unmanaged,Deciduous Forest,Deciduous,9.2,820,IRGA,Exclusion,Aggrading,660,48.67_7.08,None,3.46467532467532,,48.67,47.3,Deciduous Forest,0,9.67956695556643,4.00216191588071,1997,-1.6115863285636,,-2.44387654355561
73,1997,1,48.67,7.08,48.67 7.08,1777,305,Temperate,Unmanaged,Deciduous Forest,Deciduous,9.2,820,IRGA,Exclusion,Aggrading,660,48.67_7.08,None,3.46467532467532,,48.67,47.3,Deciduous Forest,0,9.67956695556643,4.00216191588071,1997,-1.6115863285636,,-2.44387654355561
78,1992.5,1,2.98,-47.52,-2.98 -47.52,1009,134,Tropical,Natural,Evergreen Forest,Evergreen,8.63385964912281,1750,IRGA,Isotope,Mature,2400,-2.98_-47.52,None,8.63385964912281,1740.49019607843,-2.98,,Evergreen Forest,0,,,,3.55759799588389,853.137313563859,
79,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Natural,Deciduous Forest,Deciduous,12.9,1796,IRGA,"",Mature,1250,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Deciduous Forest,0,,,,-0.244594986572255,,
80,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Natural,Deciduous Forest,Deciduous,12.9,1796,IRGA,"",Mature,1240,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Deciduous Forest,0,,,,-0.244594986572255,,
81,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Natural,Deciduous Forest,Deciduous,12.9,1796,IRGA,"",Mature,1220,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Deciduous Forest,0,,,,-0.244594986572255,,
82,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Natural,Deciduous Forest,Deciduous,12.9,1796,IRGA,"",Mature,1320,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Deciduous Forest,0,,,,-0.244594986572255,,
83,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Managed,Grassland,Deciduous,12.9,1796,IRGA,"",Mature,1000,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Grassland,0,,,,-0.244594986572255,,
84,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Managed,Grassland,Deciduous,12.9,1796,IRGA,"",Mature,1170,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Grassland,0,,,,-0.244594986572255,,
85,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Managed,Grassland,Deciduous,12.9,1796,IRGA,"",Mature,1030,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Grassland,0,,,,-0.244594986572255,,
86,1997,1,35.08,-85.5,35.08 -85.5,2877,768,Temperate,Managed,Grassland,Deciduous,12.9,1796,IRGA,"",Mature,1180,35.08_-85.5,None,4.83166666666667,,35.08,73.3,Grassland,0,,,,-0.244594986572255,,
87,2000.5,1,31.35,35.05,31.35 35.05,2293,658,Mediterranean,Managed,Evergreen Forest,Evergreen,22,270,IRGA,"",Mature,192,31.35_35.05,None,6.09583333333333,150,31.35,20.1,Evergreen Forest,0,21.9734842936198,7.84888527107319,2000,1.0195716800944,-737.352882514571,9.85004079449777
88,1998.5,2,53.99,-105.12,53.99 -105.12,2396,593,Boreal,Natural,Evergreen Forest,Evergreen,0.49375,348.25,IRGA,Exclusion,Mature,564,53.99_-105.12,None,0.49375,348.25,53.99,26.3,Evergreen Forest,0,,,,-4.58251165323893,-539.102882514571,
89,1998.5,2,53.99,-105.12,53.99 -105.12,2396,593,Boreal,Natural,Evergreen Forest,Evergreen,0.49375,348.25,IRGA,Exclusion,Mature,319,53.99_-105.12,None,0.49375,348.25,53.99,26.3,Evergreen Forest,0,,,,-4.58251165323893,-539.102882514571,
90,1999,1,60.08,17.5,60.08 17.5,1925,45,Boreal,Natural,Evergreen Forest,Evergreen,5.5,527,IRGA,Extraction,Mature,98,60.08_17.5,None,3.01090909090909,524.166666666667,60.08,177.8,Evergreen Forest,0,7.24196777343752,2.22000000015809,1999,-2.06535256232984,-363.186215847904,-4.88147572568452
91,1999,1,60.08,17.5,60.08 17.5,1925,45,Boreal,Natural,Evergreen Forest,Evergreen,5.5,527,IRGA,Extraction,Mature,149,60.08_17.5,None,3.01090909090909,524.166666666667,60.08,177.8,Evergreen Forest,0,7.24196777343752,2.22000000015809,1999,-2.06535256232984,-363.186215847904,-4.88147572568452
92,1999,1,44.43,-121.57,44.43 -121.57,2037,1146,Temperate,Unmanaged,Evergreen Forest,Evergreen,7.5,552,IRGA,Extraction,Aggrading,519,44.43_-121.57,None,4.78354838709677,,44.43,83,Evergreen Forest,0,,,,-0.292713266142155,,
93,1999,1,44.5,-121.62,44.5 -121.62,2037,965,Temperate,Natural,Evergreen Forest,Evergreen,8.1,524,IRGA,Extraction,Mature,499,44.5_-121.62,None,3.1353488372093,1739.83333333333,44.5,72,Evergreen Forest,0,,,,-1.94091281602962,852.48045081876,
94,2000,1,44.43,-121.57,44.43 -121.57,2037,1146,Temperate,Unmanaged,Evergreen Forest,Evergreen,7.5,552,IRGA,Extraction,Aggrading,427,44.43_-121.57,None,4.78354838709677,,44.43,83,Evergreen Forest,0,,,,-0.292713266142155,,
95,2000,1,44.5,-121.62,44.5 -121.62,2037,965,Temperate,Natural,Evergreen Forest,Evergreen,8.1,524,IRGA,Extraction,Mature,597,44.5_-121.62,None,3.1353488372093,1739.83333333333,44.5,72,Evergreen Forest,0,,,,-1.94091281602962,852.48045081876,
96,2001,1,44.43,-121.57,44.43 -121.57,2037,1146,Temperate,Unmanaged,Evergreen Forest,Evergreen,7.5,552,IRGA,Extraction,Aggrading,505,44.43_-121.57,None,4.78354838709677,,44.43,83,Evergreen Forest,0,,,,-0.292713266142155,,
97,2001,1,44.5,-121.62,44.5 -121.62,2037,965,Temperate,Natural,Evergreen Forest,Evergreen,8.1,524,IRGA,Extraction,Mature,483,44.5_-121.62,None,3.1353488372093,1739.83333333333,44.5,72,Evergreen Forest,0,,,,-1.94091281602962,852.48045081876,
98,1996.5,1,44.42,-121.51,44.42 -121.51,1470,1087,Temperate,Natural,Evergreen Forest,Evergreen,8.1,600,IRGA,Subtraction,Mature,683,44.42_-121.51,None,2.83861111111111,,44.42,92.4,Evergreen Forest,0,,,,-2.23765054212782,,
103,1996,1,42.9,-72.3,42.9 -72.3,1600,183,Temperate,Natural,Deciduous Forest,Deciduous,6,1172,IRGA,Isotope,Mature,840,42.9_-72.3,None,3.746,,42.9,195.2,Deciduous Forest,0,,,,-1.33026165323892,,
107,2000,1,64.23,19.77,64.23 19.77,1794,0,Boreal,Natural,Evergreen Forest,Evergreen,1,600,Gas Chromatography,Comparison,Mature,275,64.23_19.77,None,14.6625,636.222222222222,64.23,234.8,Evergreen Forest,0,4.88005981445315,4.70933116258854,2000,9.58623834676107,-251.130660292349,-7.24338368466889
108,1994,1,37.4,-122.23,37.4 -122.23,1185,151,Temperate,Natural,Grassland,Evergreen,14,511,Gas Chromatography,Isotope,Mature,323,37.4_-122.23,None,6.50589285714286,,37.4,43.9,Grassland,0,,,,1.42963120390394,,
113,1992,1,54.1,10.23,54.1 10.23,1823,38,Temperate,Natural,Deciduous Forest,Deciduous,8.1,575,IRGA,Extraction,Mature,1754,54.1_10.23,None,3.68,553,54.1,114.6,Deciduous Forest,1,9.77339070638021,3.3300000000023,1992,-1.39626165323892,-334.352882514571,-2.35005279274183
114,1993,1,6.38,2.13,6.38 2.13,1078,11,Tropical,Managed,Evergreen Forest,Evergreen,27,950,IRGA,Extraction,Mature,1610,6.38_2.13,None,8.48583333333333,1153.83333333333,6.38,,Evergreen Forest,0,27.1892944335938,4.00216191581607,1993,3.40957168009441,266.480450818759,15.0658509344718
115,1995.5,1,34.63,-79.2,34.63 -79.2,1639,38,Temperate,Managed,Evergreen Forest,Evergreen,17,1210,IRGA,Extraction,Aggrading,1263,34.63_-79.2,None,5.68666666666667,,34.63,56.9,Evergreen Forest,0,,,,0.610405013427745,,
130,1994,1,53.883,-104.883,53.883 -104.883,1232,533,Boreal,Natural,Evergreen Forest,Evergreen,1.5,405,IRGA,Extraction,Mature,338,53.883_-104.883,None,6.839,420.428571428571,53.883,17.9,Evergreen Forest,0,,,,1.76273834676108,-466.924311086,
131,1994,1,55.567,-106.233,55.567 -106.233,1232,396,Boreal,Natural,Deciduous Forest,Deciduous,1.5,405,IRGA,Extraction,Mature,905,55.567_-106.233,None,0.225833333333333,,55.567,,Deciduous Forest,0,,,,-4.85042831990559,,
132,1994,1,53.883,-104.883,53.883 -104.883,1232,533,Boreal,Natural,Evergreen Forest,Evergreen,1.5,405,IRGA,Extraction,Mature,564,53.883_-104.883,None,6.839,420.428571428571,53.883,17.9,Evergreen Forest,0,,,,1.76273834676108,-466.924311086,
133,2004,1,45.59,-84.72,45.59 -84.72,3845,214,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Aggrading,675,45.59_-84.72,None,3.37,680,45.59,,Deciduous Forest,0,,,,-1.70626165323892,-207.352882514571,
134,2004,1,45.59,-84.72,45.59 -84.72,3845,214,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Aggrading,782,45.59_-84.72,None,3.37,680,45.59,,Deciduous Forest,0,,,,-1.70626165323892,-207.352882514571,
135,2004,1,45.59,-84.72,45.59 -84.72,3845,214,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Aggrading,782,45.59_-84.72,None,3.37,680,45.59,,Deciduous Forest,0,,,,-1.70626165323892,-207.352882514571,
136,2004,1,45.59,-84.72,45.59 -84.72,3845,214,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,1090,45.59_-84.72,None,3.37,680,45.59,,Deciduous Forest,0,,,,-1.70626165323892,-207.352882514571,
137,2004,1,45.59,-84.72,45.59 -84.72,3845,214,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,930,45.59_-84.72,None,3.37,680,45.59,,Deciduous Forest,0,,,,-1.70626165323892,-207.352882514571,
146,2003.5,1,48.22,-82.16,48.22 -82.16,3413,349,Boreal,Natural,Mixed Forest,Mixed,1.5,814,IRGA,"",Mature,911,48.22_-82.16,None,11.09,,48.22,56.6,Mixed Forest,0,,,,6.01373834676108,,
147,2004.5,1,48.22,-82.16,48.22 -82.16,3413,349,Boreal,Natural,Mixed Forest,Mixed,1.5,814,IRGA,"",Mature,918,48.22_-82.16,None,11.09,,48.22,56.6,Mixed Forest,0,,,,6.01373834676108,,
148,2005.5,1,47.58,11.64,47.58 11.64,4072,910,Temperate,Natural,Evergreen Forest,Evergreen,6.8,1563,IRGA,Exclusion,Mature,525,47.58_11.64,None,3.40272727272727,1255.83333333333,47.58,123.2,Evergreen Forest,0,6.08451232910159,4.96407091011398,2006,-1.67353438051165,368.480450818759,-6.03893117002045
149,2000,1,42.4,11.92,42.4 11.92,2129,140,Temperate,Managed,Deciduous Forest,Deciduous,14,755,IRGA,Exclusion,Mature,1097,42.4_11.92,None,11.09,497.8,42.4,74.3,Deciduous Forest,0,15.7496887207031,2.22000000000291,2000,6.01373834676108,-389.552882514571,3.62624522158106
150,1997,2,32.82,130.73,32.82 130.73,1665,34,Temperate,Managed,Evergreen Forest,Evergreen,16.2,1970,IRGA,Comparison,Mature,618,32.82_130.73,None,5.65454545454545,1443.22916666667,32.82,73,Evergreen Forest,0,15.8035903930664,4.0021619159902,1997,0.578283801306525,555.876284152099,3.68014689394436
174,1994,1,53.63,-106.2,53.63 -106.2,1382,590,Boreal,Natural,Deciduous Forest,Deciduous,0.5,406,IRGA,Subtraction,Mature,905,53.63_-106.2,None,11.86,,53.63,28.8,Deciduous Forest,0,,,,6.78373834676108,,
175,1999,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
176,1998,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
177,1998,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
178,1998,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
179,1999,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
180,1999,2,64.8,-147.87,64.8 -147.87,2427,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.3,269,IRGA,"",Mature,580,64.8_-147.87,None,1.541,215,64.8,,Evergreen Forest,0,,,,-3.53526165323893,-672.352882514571,
184,1992.5,1,54.83,37.58,54.83 37.58,1343,176,Temperate,Unmanaged,Deciduous Forest,Deciduous,5.4,670,Gas Chromatography,Extraction,Mature,640,54.83_37.58,None,2.97388429752066,453.166666666667,54.83,83.2,Deciduous Forest,0,6.83182169596358,4.00216191565683,1992,-2.10237735571826,-434.186215847904,-5.29162180315846
185,1992.5,1,54.83,37.58,54.83 37.58,1343,176,Temperate,Managed,Grassland,Deciduous,5.4,670,Gas Chromatography,Extraction,Mature,475,54.83_37.58,None,2.97388429752066,453.166666666667,54.83,83.2,Grassland,0,6.83182169596358,4.00216191565683,1992,-2.10237735571826,-434.186215847904,-5.29162180315846
187,1995,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,750,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
188,1995,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,710,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
189,1995,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,701,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
190,1995,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,670,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
191,1995,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,550,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
192,1996,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,790,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
193,1996,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,790,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
194,1996,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,750,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
195,1996,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,780,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
196,1996,1,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,"",Mature,400,42.53_-72.18,None,5.76468468468468,986.044943820225,42.53,256.1,Deciduous Forest,0,,,,0.688423031445756,98.6920613056543,
198,1996,1,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,"",Mature,820,45.2_-68.73,None,6.27439814814815,,45.2,238.5,Evergreen Forest,0,,,,1.19813649490923,,
199,1996,1,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,"",Mature,740,45.2_-68.73,None,6.27439814814815,,45.2,238.5,Evergreen Forest,0,,,,1.19813649490923,,
200,1996,1,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,"",Mature,500,45.2_-68.73,None,6.27439814814815,,45.2,238.5,Evergreen Forest,0,,,,1.19813649490923,,
